lancamento_id,data_competencia,data_pagamento,ano_mes,categoria,centro_custo,descricao,valor,recorrencia,fornecedor,nota_fiscal,aprovado_por
EXP-000555,2024-07-12,2024-07-26,2024-07,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Vasconcelos Ferreira Ltda.,NF-34398,financeiro
EXP-000556,2024-07-12,2024-07-18,2024-07,outros,varios,Outros — Varios,206.23,mensal,da Costa Caldeira S.A.,NF-34529,diretoria
EXP-000557,2024-07-19,2024-07-22,2024-07,outros,varios,Outros — Varios,286.04,mensal,Costa,NF-76551,financeiro
EXP-000558,2024-07-08,2024-07-15,2024-07,outros,varios,Outros — Varios,326.24,mensal,Pereira Cassiano e Filhos,NF-26165,diretoria
EXP-000559,2024-08-04,2024-08-17,2024-08,pessoal,administrativo,Pessoal — Administrativo,14239.67,mensal,Cavalcanti e Filhos,NF-27957,gestão
EXP-000560,2024-08-19,2024-09-01,2024-08,pessoal,administrativo,Pessoal — Administrativo,13994.86,mensal,Martins,NF-82157,financeiro
EXP-000561,2024-08-15,2024-08-25,2024-08,pessoal,comercial,Pessoal — Comercial,4368.7,mensal,Rodrigues,NF-50336,gestão
EXP-000562,2024-08-03,2024-08-12,2024-08,pessoal,comercial,Pessoal — Comercial,4628.95,mensal,Pires,NF-48633,financeiro
EXP-000563,2024-08-21,2024-08-28,2024-08,pessoal,comercial,Pessoal — Comercial,4976.06,mensal,Cassiano,NF-38780,diretoria
EXP-000564,2024-08-22,2024-08-25,2024-08,pessoal,logistica,Pessoal — Logistica,8992.03,mensal,Azevedo,NF-51308,diretoria
EXP-000565,2024-08-05,2024-08-11,2024-08,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,Macedo,NF-97995,gestão
EXP-000566,2024-08-10,2024-08-25,2024-08,aluguel,estoque,Aluguel — Estoque,3000.0,mensal,Vieira,NF-50190,diretoria
EXP-000567,2024-08-16,2024-08-20,2024-08,marketing,digital,Marketing — Digital,3351.94,mensal,Pastor,NF-74724,financeiro
EXP-000568,2024-08-18,2024-08-29,2024-08,marketing,digital,Marketing — Digital,3339.31,mensal,Fogaça - EI,NF-56443,gestão
EXP-000569,2024-08-03,2024-08-10,2024-08,marketing,digital,Marketing — Digital,2966.89,mensal,das Neves - ME,NF-71224,financeiro
EXP-000570,2024-08-23,2024-09-03,2024-08,marketing,trade,Marketing — Trade,3333.11,mensal,Andrade,NF-86184,diretoria
EXP-000571,2024-08-15,2024-08-15,2024-08,logistica,frete_saida,Logistica — Frete Saida,2353.26,mensal,Freitas Ltda.,NF-83246,diretoria
EXP-000572,2024-08-17,2024-08-26,2024-08,logistica,frete_saida,Logistica — Frete Saida,2094.78,mensal,Ramos S/A,NF-23123,diretoria
EXP-000573,2024-08-17,2024-08-30,2024-08,logistica,frete_saida,Logistica — Frete Saida,2414.87,mensal,Martins,NF-71773,gestão
EXP-000574,2024-08-26,2024-09-02,2024-08,logistica,armazenagem,Logistica — Armazenagem,1018.38,mensal,Machado - EI,NF-90721,financeiro
EXP-000575,2024-08-14,2024-08-21,2024-08,logistica,armazenagem,Logistica — Armazenagem,963.52,mensal,Duarte Pereira - ME,NF-84849,diretoria
EXP-000576,2024-08-24,2024-09-03,2024-08,logistica,armazenagem,Logistica — Armazenagem,990.43,mensal,Araújo Machado S/A,NF-74452,financeiro
EXP-000577,2024-08-05,2024-08-06,2024-08,tecnologia,plataformas,Tecnologia — Plataformas,4670.77,mensal,Silva,NF-36992,diretoria
EXP-000578,2024-08-04,2024-08-05,2024-08,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Montenegro e Filhos,NF-49626,gestão
EXP-000579,2024-08-04,2024-08-12,2024-08,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,1364.52,mensal,Aparecida da Cruz e Filhos,NF-64709,gestão
EXP-000580,2024-08-18,2024-08-25,2024-08,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Macedo,NF-41959,financeiro
EXP-000581,2024-08-17,2024-08-30,2024-08,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Fonseca Freitas Ltda.,NF-36070,gestão
EXP-000582,2024-08-10,2024-08-14,2024-08,outros,varios,Outros — Varios,387.26,mensal,Jesus,NF-38205,diretoria
EXP-000583,2024-08-23,2024-08-27,2024-08,outros,varios,Outros — Varios,339.62,mensal,Rocha,NF-46540,gestão
EXP-000584,2024-08-07,2024-08-22,2024-08,outros,varios,Outros — Varios,331.33,mensal,Vieira e Filhos,NF-24643,financeiro
EXP-000585,2024-09-04,2024-09-18,2024-09,pessoal,administrativo,Pessoal — Administrativo,14524.34,mensal,Azevedo,NF-62158,financeiro
EXP-000586,2024-09-26,2024-10-06,2024-09,pessoal,administrativo,Pessoal — Administrativo,14042.86,mensal,Brito,NF-23788,financeiro
EXP-000587,2024-09-21,2024-09-21,2024-09,pessoal,comercial,Pessoal — Comercial,13766.43,mensal,da Paz,NF-19262,diretoria
EXP-000588,2024-09-27,2024-09-28,2024-09,pessoal,logistica,Pessoal — Logistica,4505.38,mensal,Silveira,NF-45037,financeiro
EXP-000589,2024-09-08,2024-09-22,2024-09,pessoal,logistica,Pessoal — Logistica,4397.76,mensal,Farias Barros - EI,NF-96173,diretoria
EXP-000590,2024-09-04,2024-09-07,2024-09,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,Ferreira das Neves e Filhos,NF-79244,gestão
EXP-000591,2024-09-14,2024-09-15,2024-09,aluguel,estoque,Aluguel — Estoque,3000.0,mensal,Cardoso,NF-46250,financeiro
EXP-000592,2024-09-19,2024-09-21,2024-09,marketing,digital,Marketing — Digital,2505.85,mensal,das Neves - EI,NF-24130,diretoria
EXP-000593,2024-09-21,2024-09-25,2024-09,marketing,digital,Marketing — Digital,3527.27,mensal,Ramos,NF-19165,gestão
EXP-000594,2024-09-19,2024-09-22,2024-09,marketing,digital,Marketing — Digital,2523.77,mensal,Cardoso,NF-32230,financeiro
EXP-000595,2024-09-05,2024-09-13,2024-09,marketing,trade,Marketing — Trade,1363.8,mensal,Ramos e Filhos,NF-47662,financeiro
EXP-000596,2024-09-17,2024-09-27,2024-09,marketing,trade,Marketing — Trade,1893.79,mensal,Moraes,NF-12736,financeiro
EXP-000597,2024-09-14,2024-09-27,2024-09,logistica,frete_saida,Logistica — Frete Saida,1898.94,mensal,Almeida,NF-48226,gestão
EXP-000598,2024-09-03,2024-09-13,2024-09,logistica,frete_saida,Logistica — Frete Saida,1977.25,mensal,das Neves,NF-12399,gestão
EXP-000599,2024-09-20,2024-10-01,2024-09,logistica,frete_saida,Logistica — Frete Saida,2520.25,mensal,Cunha Fernandes - ME,NF-74812,gestão
EXP-000600,2024-09-13,2024-09-15,2024-09,logistica,armazenagem,Logistica — Armazenagem,1340.13,mensal,Câmara Carvalho S.A.,NF-19697,gestão
EXP-000601,2024-09-08,2024-09-16,2024-09,logistica,armazenagem,Logistica — Armazenagem,1332.23,mensal,da Rocha S/A,NF-39113,financeiro
EXP-000602,2024-09-08,2024-09-13,2024-09,tecnologia,plataformas,Tecnologia — Plataformas,2169.65,mensal,Ribeiro Ltda.,NF-88787,financeiro
EXP-000603,2024-09-27,2024-09-30,2024-09,tecnologia,plataformas,Tecnologia — Plataformas,2346.53,mensal,Peixoto Garcia S.A.,NF-43972,gestão
EXP-000604,2024-09-20,2024-09-24,2024-09,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Cirino Sales - EI,NF-77804,gestão
EXP-000605,2024-09-25,2024-09-30,2024-09,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,1209.68,mensal,Silveira Macedo S/A,NF-37240,diretoria
EXP-000606,2024-09-08,2024-09-16,2024-09,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Fonseca,NF-72690,financeiro
EXP-000607,2024-09-25,2024-10-08,2024-09,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Macedo Pimenta Ltda.,NF-31800,gestão
EXP-000608,2024-09-27,2024-10-11,2024-09,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,da Conceição,NF-23651,gestão
EXP-000609,2024-09-25,2024-10-02,2024-09,depreciacao,ativos,Depreciacao — Ativos,1100.0,mensal,das Neves Viana - ME,NF-84941,financeiro
EXP-000610,2024-09-11,2024-09-16,2024-09,outros,varios,Outros — Varios,487.43,mensal,Freitas Rocha - EI,NF-68173,gestão
EXP-000611,2024-09-15,2024-09-21,2024-09,outros,varios,Outros — Varios,409.11,mensal,Martins,NF-10716,gestão
EXP-000612,2024-10-23,2024-10-27,2024-10,pessoal,administrativo,Pessoal — Administrativo,13942.08,mensal,Vasconcelos,NF-98525,diretoria
EXP-000613,2024-10-01,2024-10-08,2024-10,pessoal,administrativo,Pessoal — Administrativo,14380.24,mensal,Montenegro,NF-61904,diretoria
EXP-000614,2024-10-25,2024-10-26,2024-10,pessoal,comercial,Pessoal — Comercial,4472.1,mensal,Castro,NF-11625,gestão
EXP-000615,2024-10-06,2024-10-17,2024-10,pessoal,comercial,Pessoal — Comercial,4665.81,mensal,Pereira Carvalho Ltda.,NF-96729,diretoria
EXP-000616,2024-10-01,2024-10-14,2024-10,pessoal,comercial,Pessoal — Comercial,4973.04,mensal,Ramos - ME,NF-45279,gestão
EXP-000617,2024-10-22,2024-11-03,2024-10,pessoal,logistica,Pessoal — Logistica,3027.6,mensal,Novaes,NF-97723,diretoria
EXP-000618,2024-10-14,2024-10-25,2024-10,pessoal,logistica,Pessoal — Logistica,2934.86,mensal,Silva - EI,NF-18466,diretoria
EXP-000619,2024-10-05,2024-10-20,2024-10,pessoal,logistica,Pessoal — Logistica,2835.68,mensal,da Paz S/A,NF-75437,gestão
EXP-000620,2024-10-25,2024-11-01,2024-10,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,da Mata Machado - EI,NF-30583,gestão
EXP-000621,2024-10-04,2024-10-08,2024-10,aluguel,operacional,Aluguel — Operacional,3250.0,mensal,Lopes Borges S.A.,NF-36630,gestão
EXP-000622,2024-10-11,2024-10-21,2024-10,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Ferreira,NF-67069,diretoria
EXP-000623,2024-10-09,2024-10-12,2024-10,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Leão S/A,NF-44134,gestão
EXP-000624,2024-10-01,2024-10-01,2024-10,marketing,digital,Marketing — Digital,11111.91,mensal,Montenegro,NF-19483,gestão
EXP-000625,2024-10-20,2024-10-20,2024-10,marketing,trade,Marketing — Trade,1722.95,mensal,da Costa,NF-38670,gestão
EXP-000626,2024-10-06,2024-10-14,2024-10,marketing,trade,Marketing — Trade,2306.7,mensal,Barros,NF-11634,financeiro
EXP-000627,2024-10-19,2024-10-24,2024-10,logistica,frete_saida,Logistica — Frete Saida,6665.82,mensal,Câmara,NF-28105,gestão
EXP-000628,2024-10-08,2024-10-17,2024-10,logistica,armazenagem,Logistica — Armazenagem,929.98,mensal,Dias S/A,NF-36392,diretoria
EXP-000629,2024-10-09,2024-10-18,2024-10,logistica,armazenagem,Logistica — Armazenagem,1071.01,mensal,Vieira,NF-58431,diretoria
EXP-000630,2024-10-14,2024-10-20,2024-10,logistica,armazenagem,Logistica — Armazenagem,905.18,mensal,Carvalho Andrade Ltda.,NF-13060,gestão
EXP-000631,2024-10-02,2024-10-14,2024-10,tecnologia,plataformas,Tecnologia — Plataformas,1486.36,mensal,Sampaio,NF-65888,gestão
EXP-000632,2024-10-11,2024-10-12,2024-10,tecnologia,plataformas,Tecnologia — Plataformas,1447.5,mensal,Teixeira Santos - ME,NF-47605,gestão
EXP-000633,2024-10-09,2024-10-09,2024-10,tecnologia,plataformas,Tecnologia — Plataformas,1535.28,mensal,Pimenta,NF-61293,diretoria
EXP-000634,2024-10-10,2024-10-23,2024-10,tecnologia,erp_gateway,Tecnologia — Erp Gateway,1100.0,mensal,Barros S/A,NF-58340,financeiro
EXP-000635,2024-10-11,2024-10-25,2024-10,tecnologia,erp_gateway,Tecnologia — Erp Gateway,1100.0,mensal,Cunha,NF-22323,diretoria
EXP-000636,2024-10-19,2024-10-23,2024-10,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,464.99,mensal,Novaes Siqueira - EI,NF-40388,financeiro
EXP-000637,2024-10-01,2024-10-05,2024-10,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,445.93,mensal,Camargo,NF-78909,gestão
EXP-000638,2024-10-07,2024-10-15,2024-10,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,424.72,mensal,da Costa,NF-85775,gestão
EXP-000639,2024-10-18,2024-10-26,2024-10,administrativo,juridico,Administrativo — Juridico,1976.36,trimestral,Campos,NF-48891,diretoria
EXP-000640,2024-10-25,2024-10-26,2024-10,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,da Costa - ME,NF-72299,diretoria
EXP-000641,2024-10-27,2024-11-01,2024-10,administrativo,contabilidade,Administrativo — Contabilidade,1250.0,mensal,Azevedo,NF-90996,gestão
EXP-000642,2024-10-05,2024-10-05,2024-10,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Monteiro - EI,NF-35721,gestão
EXP-000643,2024-10-16,2024-10-24,2024-10,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Pires - EI,NF-45126,financeiro
EXP-000644,2024-10-02,2024-10-02,2024-10,depreciacao,ativos,Depreciacao — Ativos,733.33,mensal,Silva Casa Grande Ltda.,NF-18494,financeiro
EXP-000645,2024-10-14,2024-10-29,2024-10,outros,varios,Outros — Varios,526.46,mensal,Abreu,NF-72138,gestão
EXP-000646,2024-10-02,2024-10-09,2024-10,outros,varios,Outros — Varios,325.95,mensal,da Costa,NF-66654,diretoria
EXP-000647,2024-11-13,2024-11-22,2024-11,pessoal,administrativo,Pessoal — Administrativo,9253.5,mensal,Cirino,NF-49514,financeiro
EXP-000648,2024-11-22,2024-11-26,2024-11,pessoal,administrativo,Pessoal — Administrativo,9614.21,mensal,Moura Ltda.,NF-25073,diretoria
EXP-000649,2024-11-19,2024-12-02,2024-11,pessoal,administrativo,Pessoal — Administrativo,8946.18,mensal,Moura - EI,NF-99574,gestão
EXP-000650,2024-11-26,2024-12-01,2024-11,pessoal,comercial,Pessoal — Comercial,4727.18,mensal,Gomes - ME,NF-75541,diretoria
EXP-000651,2024-11-19,2024-12-04,2024-11,pessoal,comercial,Pessoal — Comercial,4785.9,mensal,Porto - ME,NF-86475,diretoria
EXP-000652,2024-11-27,2024-12-04,2024-11,pessoal,comercial,Pessoal — Comercial,4931.98,mensal,da Cunha,NF-48457,gestão
EXP-000653,2024-11-20,2024-12-03,2024-11,pessoal,logistica,Pessoal — Logistica,4571.02,mensal,Fogaça S/A,NF-34604,diretoria
EXP-000654,2024-11-16,2024-11-20,2024-11,pessoal,logistica,Pessoal — Logistica,4404.96,mensal,da Costa,NF-26851,gestão
EXP-000655,2024-11-24,2024-11-26,2024-11,aluguel,operacional,Aluguel — Operacional,6500.0,mensal,Vargas - EI,NF-51400,financeiro
EXP-000656,2024-11-13,2024-11-14,2024-11,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Carvalho,NF-57206,gestão
EXP-000657,2024-11-15,2024-11-24,2024-11,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Fogaça - EI,NF-81688,financeiro
EXP-000658,2024-11-11,2024-11-25,2024-11,aluguel,estoque,Aluguel — Estoque,1000.0,mensal,Ramos,NF-51809,gestão
EXP-000659,2024-11-01,2024-11-02,2024-11,marketing,digital,Marketing — Digital,11210.2,mensal,Vasconcelos Rodrigues - ME,NF-20136,gestão
EXP-000660,2024-11-10,2024-11-19,2024-11,marketing,trade,Marketing — Trade,2977.7,mensal,Pires,NF-70221,diretoria
EXP-000661,2024-11-03,2024-11-08,2024-11,marketing,trade,Marketing — Trade,2943.22,mensal,Carvalho Azevedo e Filhos,NF-44225,diretoria
EXP-000662,2024-11-08,2024-11-23,2024-11,logistica,frete_saida,Logistica — Frete Saida,3678.16,mensal,Andrade,NF-98936,gestão
EXP-000663,2024-11-23,2024-12-01,2024-11,logistica,frete_saida,Logistica — Frete Saida,3455.31,mensal,Costa,NF-76979,financeiro
EXP-000664,2024-11-02,2024-11-06,2024-11,logistica,armazenagem,Logistica — Armazenagem,1056.25,mensal,Vieira S.A.,NF-10540,gestão
EXP-000665,2024-11-08,2024-11-13,2024-11,logistica,armazenagem,Logistica — Armazenagem,943.87,mensal,Dias Ltda.,NF-77961,diretoria
EXP-000666,2024-11-28,2024-11-29,2024-11,logistica,armazenagem,Logistica — Armazenagem,1052.44,mensal,Nogueira,NF-67910,gestão
EXP-000667,2024-11-28,2024-12-10,2024-11,tecnologia,plataformas,Tecnologia — Plataformas,1572.28,mensal,da Cunha,NF-18894,diretoria
EXP-000668,2024-11-17,2024-11-24,2024-11,tecnologia,plataformas,Tecnologia — Plataformas,1524.82,mensal,Sá e Filhos,NF-29649,gestão
EXP-000669,2024-11-27,2024-12-01,2024-11,tecnologia,plataformas,Tecnologia — Plataformas,1454.72,mensal,da Paz Fogaça S/A,NF-58899,gestão
EXP-000670,2024-11-20,2024-11-23,2024-11,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,da Mata,NF-58272,gestão
EXP-000671,2024-11-15,2024-11-22,2024-11,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,649.33,mensal,Freitas - ME,NF-30810,financeiro
EXP-000672,2024-11-05,2024-11-10,2024-11,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,659.31,mensal,Souza,NF-41783,gestão
EXP-000673,2024-11-03,2024-11-17,2024-11,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Gomes,NF-57042,diretoria
EXP-000674,2024-11-13,2024-11-19,2024-11,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Cirino,NF-31900,financeiro
EXP-000675,2024-11-19,2024-11-21,2024-11,outros,varios,Outros — Varios,338.03,mensal,Sales,NF-27831,diretoria
EXP-000676,2024-11-05,2024-11-11,2024-11,outros,varios,Outros — Varios,293.62,mensal,Freitas,NF-50746,gestão
EXP-000677,2024-11-07,2024-11-08,2024-11,outros,varios,Outros — Varios,258.28,mensal,Barros,NF-64811,financeiro
EXP-000678,2024-12-17,2024-12-25,2024-12,pessoal,administrativo,Pessoal — Administrativo,9432.93,mensal,Barros,NF-53491,diretoria
EXP-000679,2024-12-23,2025-01-07,2024-12,pessoal,administrativo,Pessoal — Administrativo,9063.64,mensal,Pereira,NF-28831,diretoria
EXP-000680,2024-12-17,2024-12-28,2024-12,pessoal,administrativo,Pessoal — Administrativo,9611.08,mensal,Nogueira da Rocha Ltda.,NF-72858,financeiro
EXP-000681,2024-12-05,2024-12-11,2024-12,pessoal,comercial,Pessoal — Comercial,14037.36,mensal,Barros Ltda.,NF-96661,gestão
EXP-000682,2024-12-27,2025-01-05,2024-12,pessoal,logistica,Pessoal — Logistica,2916.04,mensal,das Neves,NF-83084,diretoria
EXP-000683,2024-12-16,2024-12-30,2024-12,pessoal,logistica,Pessoal — Logistica,3007.53,mensal,Pereira,NF-20420,diretoria
EXP-000684,2024-12-13,2024-12-28,2024-12,pessoal,logistica,Pessoal — Logistica,3040.74,mensal,Cavalcante,NF-40633,financeiro
EXP-000685,2024-12-19,2024-12-20,2024-12,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Ferreira,NF-91627,financeiro
EXP-000686,2024-12-04,2024-12-11,2024-12,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Aparecida,NF-67993,financeiro
EXP-000687,2024-12-04,2024-12-10,2024-12,aluguel,operacional,Aluguel — Operacional,2166.67,mensal,Pimenta,NF-30488,diretoria
EXP-000688,2024-12-01,2024-12-07,2024-12,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,da Mota,NF-25312,diretoria
EXP-000689,2024-12-19,2024-12-28,2024-12,aluguel,estoque,Aluguel — Estoque,1500.0,mensal,Barbosa e Filhos,NF-93713,gestão
EXP-000690,2024-12-26,2025-01-03,2024-12,marketing,digital,Marketing — Digital,5201.58,mensal,Fonseca,NF-41688,diretoria
EXP-000691,2024-12-03,2024-12-06,2024-12,marketing,digital,Marketing — Digital,5308.44,mensal,Alves Casa Grande - EI,NF-57241,gestão
EXP-000692,2024-12-21,2025-01-03,2024-12,marketing,trade,Marketing — Trade,1629.52,mensal,Andrade,NF-98519,diretoria
EXP-000693,2024-12-03,2024-12-14,2024-12,marketing,trade,Marketing — Trade,1991.43,mensal,Azevedo da Costa e Filhos,NF-17974,financeiro
EXP-000694,2024-12-17,2024-12-29,2024-12,logistica,frete_saida,Logistica — Frete Saida,6349.99,mensal,Fonseca,NF-44174,diretoria
EXP-000695,2024-12-18,2024-12-22,2024-12,logistica,armazenagem,Logistica — Armazenagem,930.69,mensal,Nunes,NF-21267,gestão
EXP-000696,2024-12-10,2024-12-13,2024-12,logistica,armazenagem,Logistica — Armazenagem,920.4,mensal,Pereira S.A.,NF-57834,financeiro
EXP-000697,2024-12-16,2024-12-29,2024-12,logistica,armazenagem,Logistica — Armazenagem,1102.09,mensal,Freitas,NF-42255,gestão
EXP-000698,2024-12-03,2024-12-03,2024-12,tecnologia,plataformas,Tecnologia — Plataformas,2252.32,mensal,Macedo,NF-81913,diretoria
EXP-000699,2024-12-10,2024-12-10,2024-12,tecnologia,plataformas,Tecnologia — Plataformas,2144.01,mensal,Oliveira S.A.,NF-92671,financeiro
EXP-000700,2024-12-07,2024-12-11,2024-12,tecnologia,erp_gateway,Tecnologia — Erp Gateway,2200.0,mensal,Gonçalves,NF-57013,financeiro
EXP-000701,2024-12-11,2024-12-21,2024-12,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,705.56,mensal,Rezende,NF-87328,gestão
EXP-000702,2024-12-24,2025-01-04,2024-12,financeiro,taxas_bancarias,Financeiro — Taxas Bancarias,678.3,mensal,da Cruz,NF-35679,gestão
EXP-000703,2024-12-25,2025-01-04,2024-12,administrativo,contabilidade,Administrativo — Contabilidade,2500.0,mensal,Alves e Filhos,NF-64252,financeiro
EXP-000704,2024-12-21,2025-01-03,2024-12,depreciacao,ativos,Depreciacao — Ativos,2200.0,mensal,Monteiro Moreira - ME,NF-48512,financeiro
EXP-000705,2024-12-20,2024-12-25,2024-12,outros,varios,Outros — Varios,648.47,mensal,da Luz Ltda.,NF-28630,diretoria
